id	filename	md5	size	state
001a999c-57d0-4e3c-9a1e-e4878ff405b2	001a999c-57d0-4e3c-9a1e-e4878ff405b2/isoforms.quantification.txt	3a6696358a8ea5430f4bc61a7f85a7fb	265668	submitted
004d9565-c7ab-4adc-81ab-d652cd8de68a	004d9565-c7ab-4adc-81ab-d652cd8de68a/isoforms.quantification.txt	b13296b58469bd2e672f0f8add2b14eb	233345	submitted
00903511-09c8-4bf8-b1cf-7a18e2bab79c	00903511-09c8-4bf8-b1cf-7a18e2bab79c/isoforms.quantification.txt	6990279185c0d8bba7cc2aa4425baae2	332992	submitted
00982823-07dd-45b9-b1f0-d17e97c4384b	00982823-07dd-45b9-b1f0-d17e97c4384b/isoforms.quantification.txt	1a01928331cecefaac29a979ca4f756d	287435	submitted
00d28104-973d-420e-b399-7332dc228d33	00d28104-973d-420e-b399-7332dc228d33/isoforms.quantification.txt	186a7df1b742e7d4d89c52cf200b04d2	424772	submitted
013a2b23-1875-4d86-85dc-5cbd7b6cb235	013a2b23-1875-4d86-85dc-5cbd7b6cb235/isoforms.quantification.txt	592764e418d75d17d48d0368f4fd106d	302657	submitted
016a884f-7de4-44a2-a2e1-887bc3a0346a	016a884f-7de4-44a2-a2e1-887bc3a0346a/isoforms.quantification.txt	2e545c1d5804078492bb43e78096135c	314239	submitted
01efc443-08b4-486a-ba3e-b503b6848b7b	01efc443-08b4-486a-ba3e-b503b6848b7b/isoforms.quantification.txt	ab41238be09fbe92855ebbb1a338d57e	314316	submitted
02229aef-ec5d-447a-b595-7e64565577c7	02229aef-ec5d-447a-b595-7e64565577c7/isoforms.quantification.txt	9b78d0701651a44e8d4163c885ebb335	247754	submitted
03fe171a-5bd1-43d2-bef6-e5392e9d8abc	03fe171a-5bd1-43d2-bef6-e5392e9d8abc/isoforms.quantification.txt	483394b47e925880d097a2a16987dd15	248805	submitted
044873f9-677c-405f-b179-280d6a08c164	044873f9-677c-405f-b179-280d6a08c164/isoforms.quantification.txt	dcc529fe205e39388b0c71ed1b624264	388914	submitted
047339a8-08a9-485a-a480-ef35b8283822	047339a8-08a9-485a-a480-ef35b8283822/isoforms.quantification.txt	11a8ccb298ab9853f31dc96be67ce623	214724	submitted
052adaf6-4887-438c-a3dd-29702ede8350	052adaf6-4887-438c-a3dd-29702ede8350/isoforms.quantification.txt	04f2cb0bf220c9820652e3c2e57b9d6e	251298	submitted
05987b6e-3030-4389-87dd-f1c583fbc4cc	05987b6e-3030-4389-87dd-f1c583fbc4cc/isoforms.quantification.txt	198962838166720e89e86cc6823f0350	278773	submitted
06809113-b15e-4876-9fdf-93d20427e361	06809113-b15e-4876-9fdf-93d20427e361/isoforms.quantification.txt	d1fb668e15d8a1aa054a37035931564e	268464	submitted
06cdb101-5037-4687-a3c7-210b9515bbac	06cdb101-5037-4687-a3c7-210b9515bbac/isoforms.quantification.txt	d13878c58adf692a38c649854c4ed672	221875	submitted
076e34fb-147a-4c39-aa1f-14225ccba17c	076e34fb-147a-4c39-aa1f-14225ccba17c/isoforms.quantification.txt	4f63cf3925ffdc878fdac2095c33fd2b	284149	submitted
0771636c-30cc-4718-9e7f-899ff9dfe270	0771636c-30cc-4718-9e7f-899ff9dfe270/isoforms.quantification.txt	a14695525a8c7e4441499427e8d4a6ae	240953	submitted
0785bbd5-82e2-4647-a25b-54e20f69a8d5	0785bbd5-82e2-4647-a25b-54e20f69a8d5/isoforms.quantification.txt	cf86d37b148543bbceaece4402266d5d	292157	submitted
08a10967-955b-4b3f-bc34-6c5348f8815a	08a10967-955b-4b3f-bc34-6c5348f8815a/isoforms.quantification.txt	5d4b19cd711de40393fe1aed88cabdc4	268365	submitted
08c48409-f3be-48f2-9b04-856968fb9822	08c48409-f3be-48f2-9b04-856968fb9822/isoforms.quantification.txt	84274cd5c970f6e1ae4de810b6a89149	270499	submitted
08f84cb6-f04e-4b40-9d10-779f090e7bb8	08f84cb6-f04e-4b40-9d10-779f090e7bb8/isoforms.quantification.txt	d62213af3e7058fbdf1bfe282084eb8e	281583	submitted
094bbf8e-60b8-4db2-9350-2a60fa2cbf36	094bbf8e-60b8-4db2-9350-2a60fa2cbf36/isoforms.quantification.txt	fb344e141132a5a252aeabaa5ea18ad1	293715	submitted
09a6a728-9ea1-4b5a-a6cc-781538d3d527	09a6a728-9ea1-4b5a-a6cc-781538d3d527/isoforms.quantification.txt	020aa23d03b016f7980248326c68230b	324789	submitted
0a763901-9705-4aa4-b809-16dbae2c1e05	0a763901-9705-4aa4-b809-16dbae2c1e05/isoforms.quantification.txt	baa0f202da19d0cb00d363f6978a619a	380075	submitted
0ab01a5b-9f7a-467f-8876-8362f88473a3	0ab01a5b-9f7a-467f-8876-8362f88473a3/isoforms.quantification.txt	11df865d8693b62506ca4dc8567fcaec	278179	submitted
0ab0cb25-1642-48d0-876d-3aff5aa2ba51	0ab0cb25-1642-48d0-876d-3aff5aa2ba51/isoforms.quantification.txt	508914f037cf8c76fc34dc8b4bad9cd5	281326	submitted
0bbec8b3-af6e-41c1-92bf-8ba01ad080de	0bbec8b3-af6e-41c1-92bf-8ba01ad080de/isoforms.quantification.txt	56e540034d6d1db14726a838d2bf13c3	290440	submitted
0d738265-3711-422a-bcad-2cf8c5a4ae37	0d738265-3711-422a-bcad-2cf8c5a4ae37/isoforms.quantification.txt	3899338d6fb4e9b7407b504a3b6749f9	315373	submitted
0da96578-36bc-4add-90db-2e0193572686	0da96578-36bc-4add-90db-2e0193572686/isoforms.quantification.txt	ce3128e2fd3d4cb4f1e5528de4022090	274318	submitted
0df09f8c-8ad3-4a46-b8eb-ab477a63895a	0df09f8c-8ad3-4a46-b8eb-ab477a63895a/isoforms.quantification.txt	2f01f5850449b7ec4074c68776e2c7c4	255718	submitted
0f8ae5d6-e876-4785-800a-9d69c9c2d2ae	0f8ae5d6-e876-4785-800a-9d69c9c2d2ae/isoforms.quantification.txt	de11641fd230b142e6924f2f00a47d68	344827	submitted
116390cc-9634-4a8e-95f1-68be15a38b97	116390cc-9634-4a8e-95f1-68be15a38b97/isoforms.quantification.txt	aa914bd3ceb0767f68b70c4c5b85733b	233231	submitted
12480f4f-b575-46bd-baa4-532fa63664f9	12480f4f-b575-46bd-baa4-532fa63664f9/isoforms.quantification.txt	a468707fca5d78c154f927ef8d806705	307697	submitted
1267b38a-9249-4817-8898-9c2f90acae81	1267b38a-9249-4817-8898-9c2f90acae81/isoforms.quantification.txt	396bd6c6f39e75b210e78cf73dcf6415	241613	submitted
12d21475-6ee3-4a18-a044-d405d0f8b54e	12d21475-6ee3-4a18-a044-d405d0f8b54e/isoforms.quantification.txt	4e90c11733b077379ed8fce98feb2444	263304	submitted
13086a3f-edfd-4ce8-86ad-a2b272fd7ebc	13086a3f-edfd-4ce8-86ad-a2b272fd7ebc/isoforms.quantification.txt	f3dd64d2193cf3060044969fca927a28	324218	submitted
13ab6c74-7626-4cb1-b427-a36d335562cc	13ab6c74-7626-4cb1-b427-a36d335562cc/isoforms.quantification.txt	9b33506836d688a04301c9790ac8b65f	180992	submitted
13d1d27f-ce6d-4a69-8563-e70f8884d65e	13d1d27f-ce6d-4a69-8563-e70f8884d65e/isoforms.quantification.txt	dd44cb3e71d7a813ead13a2405b67a18	267654	submitted
14101750-51d4-4881-ac9c-3a228a830636	14101750-51d4-4881-ac9c-3a228a830636/isoforms.quantification.txt	98e62e01fad4e9fc959be8f43e7b04f5	278067	submitted
14e98d92-d3c6-41ba-86ab-0a299e458571	14e98d92-d3c6-41ba-86ab-0a299e458571/isoforms.quantification.txt	a74deb454d3a25dee702ef92c8e875a8	247528	submitted
14f64b35-6394-4942-8b87-00efad5c21f5	14f64b35-6394-4942-8b87-00efad5c21f5/isoforms.quantification.txt	47045c0c3d88074970a3a6fe6a210a33	268830	submitted
1539d812-64c0-4bba-a97a-f836212d40a7	1539d812-64c0-4bba-a97a-f836212d40a7/isoforms.quantification.txt	b3449c9f57cc0c789fd554c142678625	230426	submitted
154e90e7-c66c-49ff-830e-d7b2244876cd	154e90e7-c66c-49ff-830e-d7b2244876cd/isoforms.quantification.txt	f027f7e9aaf440389df00eed9c688014	360712	submitted
16853d96-42e6-45b3-b78f-b7c97480e77f	16853d96-42e6-45b3-b78f-b7c97480e77f/isoforms.quantification.txt	3dcf749a71c5117e7336671c5c24dac2	237419	submitted
1690012f-ec3d-4714-9257-8468bca528bb	1690012f-ec3d-4714-9257-8468bca528bb/isoforms.quantification.txt	f78db843839cf7a06bb80af58946ef7c	270636	submitted
1692d56f-8e1e-437b-a7e0-5dad9bf48755	1692d56f-8e1e-437b-a7e0-5dad9bf48755/isoforms.quantification.txt	3c79388c7b61c85dc904ec0e1d503493	232461	submitted
178c02e3-6552-469c-b079-d7b6bea8eeef	178c02e3-6552-469c-b079-d7b6bea8eeef/isoforms.quantification.txt	55ce4cbb2a96cd3c1a4b4b79bb822a43	287781	submitted
17dee915-fdff-4bc7-b57e-e4bbdf196e99	17dee915-fdff-4bc7-b57e-e4bbdf196e99/isoforms.quantification.txt	6264a2245dc01e11d903a893c4422853	391681	submitted
17eea93e-29ef-4ced-bc62-51cfae325b59	17eea93e-29ef-4ced-bc62-51cfae325b59/isoforms.quantification.txt	76297835752a0556d2e42067d8df8fd8	345799	submitted
185d2490-056d-4b55-ab65-3371f9d21b51	185d2490-056d-4b55-ab65-3371f9d21b51/isoforms.quantification.txt	5927e5758e9e4c2307d7d97f4f0be30b	270172	submitted
18d88fe6-50ae-42b0-8da9-fbf192d704a2	18d88fe6-50ae-42b0-8da9-fbf192d704a2/isoforms.quantification.txt	c24045c0a87de4c7945b8624fa076943	333063	submitted
191cccee-5cb3-418c-8242-1365425fb363	191cccee-5cb3-418c-8242-1365425fb363/isoforms.quantification.txt	cb038e20cd3de7daf1589a0546d8ed78	340302	submitted
