"","mirnaID","accession","species","maturemirna"
"22281","hsa-miR-5702","MIMAT0022495","Homo sapiens","miR-5702"
"22282","hsa-miR-5703","MIMAT0022496","Homo sapiens","miR-5703"
"22283","hsa-miR-5692b","MIMAT0022497","Homo sapiens","miR-5692b"
"22284","hsa-miR-5704","MIMAT0022498","Homo sapiens","miR-5704"
"22285","hsa-miR-5705","MIMAT0022499","Homo sapiens","miR-5705"
"22286","hsa-miR-5706","MIMAT0022500","Homo sapiens","miR-5706"
"22287","hsa-miR-5707","MIMAT0022501","Homo sapiens","miR-5707"
"22288","hsa-miR-5708","MIMAT0022502","Homo sapiens","miR-5708"
"22423","hsa-miR-5739","MIMAT0023116","Homo sapiens","miR-5739"
"22780","hsa-miR-5787","MIMAT0023252","Homo sapiens","miR-5787"
"23234","hsa-miR-1199-5p","MIMAT0031119","Homo sapiens","miR-1199-5p"
"23235","hsa-miR-1199-3p","MIMAT0031120","Homo sapiens","miR-1199-3p"
"23244","hsa-miR-6068","MIMAT0023693","Homo sapiens","miR-6068"
"23245","hsa-miR-6069","MIMAT0023694","Homo sapiens","miR-6069"
"23246","hsa-miR-6070","MIMAT0023695","Homo sapiens","miR-6070"
"23247","hsa-miR-6071","MIMAT0023696","Homo sapiens","miR-6071"
"23248","hsa-miR-6072","MIMAT0023697","Homo sapiens","miR-6072"
"23249","hsa-miR-6073","MIMAT0023698","Homo sapiens","miR-6073"
"23250","hsa-miR-6074","MIMAT0023699","Homo sapiens","miR-6074"
"23251","hsa-miR-6075","MIMAT0023700","Homo sapiens","miR-6075"
"23252","hsa-miR-6076","MIMAT0023701","Homo sapiens","miR-6076"
"23253","hsa-miR-6077","MIMAT0023702","Homo sapiens","miR-6077"
"23254","hsa-miR-6078","MIMAT0023703","Homo sapiens","miR-6078"
"23255","hsa-miR-6079","MIMAT0023704","Homo sapiens","miR-6079"
"23256","hsa-miR-6080","MIMAT0023705","Homo sapiens","miR-6080"
"23257","hsa-miR-6081","MIMAT0023706","Homo sapiens","miR-6081"
"23258","hsa-miR-6082","MIMAT0023707","Homo sapiens","miR-6082"
"23259","hsa-miR-6083","MIMAT0023708","Homo sapiens","miR-6083"
"23260","hsa-miR-6084","MIMAT0023709","Homo sapiens","miR-6084"
"23261","hsa-miR-6085","MIMAT0023710","Homo sapiens","miR-6085"
"23262","hsa-miR-6086","MIMAT0023711","Homo sapiens","miR-6086"
"23263","hsa-miR-6087","MIMAT0023712","Homo sapiens","miR-6087"
"23264","hsa-miR-6088","MIMAT0023713","Homo sapiens","miR-6088"
"23265","hsa-miR-6089","MIMAT0023714","Homo sapiens","miR-6089"
"23266","hsa-miR-6090","MIMAT0023715","Homo sapiens","miR-6090"
"24278","hsa-miR-6124","MIMAT0024597","Homo sapiens","miR-6124"
"24279","hsa-miR-6125","MIMAT0024598","Homo sapiens","miR-6125"
"24280","hsa-miR-6126","MIMAT0024599","Homo sapiens","miR-6126"
"24291","hsa-miR-6127","MIMAT0024610","Homo sapiens","miR-6127"
"24292","hsa-miR-6128","MIMAT0024611","Homo sapiens","miR-6128"
"24293","hsa-miR-378j","MIMAT0024612","Homo sapiens","miR-378j"
"24294","hsa-miR-6129","MIMAT0024613","Homo sapiens","miR-6129"
"24295","hsa-miR-6130","MIMAT0024614","Homo sapiens","miR-6130"
"24296","hsa-miR-6131","MIMAT0024615","Homo sapiens","miR-6131"
"24297","hsa-miR-6132","MIMAT0024616","Homo sapiens","miR-6132"
"24298","hsa-miR-6133","MIMAT0024617","Homo sapiens","miR-6133"
"24299","hsa-miR-6134","MIMAT0024618","Homo sapiens","miR-6134"
"24494","hsa-miR-6165","MIMAT0024782","Homo sapiens","miR-6165"
"25237","hsa-miR-6499-5p","MIMAT0025450","Homo sapiens","miR-6499-5p"
"25238","hsa-miR-6499-3p","MIMAT0025451","Homo sapiens","miR-6499-3p"
"25239","hsa-miR-548ay-5p","MIMAT0025452","Homo sapiens","miR-548ay-5p"
"25240","hsa-miR-548ay-3p","MIMAT0025453","Homo sapiens","miR-548ay-3p"
"25241","hsa-miR-6500-5p","MIMAT0025454","Homo sapiens","miR-6500-5p"
"25242","hsa-miR-6500-3p","MIMAT0025455","Homo sapiens","miR-6500-3p"
"25243","hsa-miR-548az-5p","MIMAT0025456","Homo sapiens","miR-548az-5p"
"25244","hsa-miR-548az-3p","MIMAT0025457","Homo sapiens","miR-548az-3p"
"25245","hsa-miR-6501-5p","MIMAT0025458","Homo sapiens","miR-6501-5p"
"25246","hsa-miR-6501-3p","MIMAT0025459","Homo sapiens","miR-6501-3p"
"25247","hsa-miR-6502-5p","MIMAT0025460","Homo sapiens","miR-6502-5p"
"25248","hsa-miR-6502-3p","MIMAT0025461","Homo sapiens","miR-6502-3p"
"25249","hsa-miR-6503-5p","MIMAT0025462","Homo sapiens","miR-6503-5p"
"25250","hsa-miR-6503-3p","MIMAT0025463","Homo sapiens","miR-6503-3p"
"25251","hsa-miR-6504-5p","MIMAT0025464","Homo sapiens","miR-6504-5p"
"25252","hsa-miR-6504-3p","MIMAT0025465","Homo sapiens","miR-6504-3p"
"25253","hsa-miR-6505-5p","MIMAT0025466","Homo sapiens","miR-6505-5p"
"25254","hsa-miR-6505-3p","MIMAT0025467","Homo sapiens","miR-6505-3p"
"25255","hsa-miR-6506-5p","MIMAT0025468","Homo sapiens","miR-6506-5p"
"25256","hsa-miR-6506-3p","MIMAT0025469","Homo sapiens","miR-6506-3p"
"25257","hsa-miR-6507-5p","MIMAT0025470","Homo sapiens","miR-6507-5p"
"25258","hsa-miR-6507-3p","MIMAT0025471","Homo sapiens","miR-6507-3p"
"25259","hsa-miR-6508-5p","MIMAT0025472","Homo sapiens","miR-6508-5p"
"25260","hsa-miR-6508-3p","MIMAT0025473","Homo sapiens","miR-6508-3p"
"25261","hsa-miR-6509-5p","MIMAT0025474","Homo sapiens","miR-6509-5p"
"25262","hsa-miR-6509-3p","MIMAT0025475","Homo sapiens","miR-6509-3p"
"25263","hsa-miR-6510-5p","MIMAT0025476","Homo sapiens","miR-6510-5p"
"25264","hsa-miR-6510-3p","MIMAT0025477","Homo sapiens","miR-6510-3p"
"25265","hsa-miR-6511a-5p","MIMAT0025478","Homo sapiens","miR-6511a-5p"
"25266","hsa-miR-6511a-3p","MIMAT0025479","Homo sapiens","miR-6511a-3p"
"25267","hsa-miR-6512-5p","MIMAT0025480","Homo sapiens","miR-6512-5p"
"25268","hsa-miR-6512-3p","MIMAT0025481","Homo sapiens","miR-6512-3p"
"25269","hsa-miR-6513-5p","MIMAT0025482","Homo sapiens","miR-6513-5p"
"25270","hsa-miR-6513-3p","MIMAT0025483","Homo sapiens","miR-6513-3p"
"25271","hsa-miR-6514-5p","MIMAT0025484","Homo sapiens","miR-6514-5p"
"25272","hsa-miR-6514-3p","MIMAT0025485","Homo sapiens","miR-6514-3p"
"25273","hsa-miR-6515-5p","MIMAT0025486","Homo sapiens","miR-6515-5p"
"25274","hsa-miR-6515-3p","MIMAT0025487","Homo sapiens","miR-6515-3p"
"25621","hsa-miR-6715a-3p","MIMAT0025841","Homo sapiens","miR-6715a-3p"
"25622","hsa-miR-6715b-5p","MIMAT0025842","Homo sapiens","miR-6715b-5p"
"25623","hsa-miR-6715b-3p","MIMAT0025843","Homo sapiens","miR-6715b-3p"
"25624","hsa-miR-6716-5p","MIMAT0025844","Homo sapiens","miR-6716-5p"
"25625","hsa-miR-6716-3p","MIMAT0025845","Homo sapiens","miR-6716-3p"
"25626","hsa-miR-6717-5p","MIMAT0025846","Homo sapiens","miR-6717-5p"
"25627","hsa-miR-6511b-5p","MIMAT0025847","Homo sapiens","miR-6511b-5p"
"25628","hsa-miR-6511b-3p","MIMAT0025848","Homo sapiens","miR-6511b-3p"
"25629","hsa-miR-6718-5p","MIMAT0025849","Homo sapiens","miR-6718-5p"
"25630","hsa-miR-6719-3p","MIMAT0025850","Homo sapiens","miR-6719-3p"
"25631","hsa-miR-6720-5p","MIMAT0027345","Homo sapiens","miR-6720-5p"
"25632","hsa-miR-6720-3p","MIMAT0025851","Homo sapiens","miR-6720-3p"
"25633","hsa-miR-6721-5p","MIMAT0025852","Homo sapiens","miR-6721-5p"
"25634","hsa-miR-6722-5p","MIMAT0025853","Homo sapiens","miR-6722-5p"
"25635","hsa-miR-6722-3p","MIMAT0025854","Homo sapiens","miR-6722-3p"
"25636","hsa-miR-6723-5p","MIMAT0025855","Homo sapiens","miR-6723-5p"
"25637","hsa-miR-6724-5p","MIMAT0025856","Homo sapiens","miR-6724-5p"
"25638","hsa-miR-892c-5p","MIMAT0025857","Homo sapiens","miR-892c-5p"
"25639","hsa-miR-892c-3p","MIMAT0025858","Homo sapiens","miR-892c-3p"
"25654","hsa-miR-6726-5p","MIMAT0027353","Homo sapiens","miR-6726-5p"
"25655","hsa-miR-6726-3p","MIMAT0027354","Homo sapiens","miR-6726-3p"
"25656","hsa-miR-6727-5p","MIMAT0027355","Homo sapiens","miR-6727-5p"
"25657","hsa-miR-6727-3p","MIMAT0027356","Homo sapiens","miR-6727-3p"
"25658","hsa-miR-6728-5p","MIMAT0027357","Homo sapiens","miR-6728-5p"
"25659","hsa-miR-6728-3p","MIMAT0027358","Homo sapiens","miR-6728-3p"
"25660","hsa-miR-6729-5p","MIMAT0027359","Homo sapiens","miR-6729-5p"
"25661","hsa-miR-6729-3p","MIMAT0027360","Homo sapiens","miR-6729-3p"
"25662","hsa-miR-6730-5p","MIMAT0027361","Homo sapiens","miR-6730-5p"
"25663","hsa-miR-6730-3p","MIMAT0027362","Homo sapiens","miR-6730-3p"
"25664","hsa-miR-6731-5p","MIMAT0027363","Homo sapiens","miR-6731-5p"
"25665","hsa-miR-6731-3p","MIMAT0027364","Homo sapiens","miR-6731-3p"
"25666","hsa-miR-6732-5p","MIMAT0027365","Homo sapiens","miR-6732-5p"
"25667","hsa-miR-6732-3p","MIMAT0027366","Homo sapiens","miR-6732-3p"
"25668","hsa-miR-6733-5p","MIMAT0027367","Homo sapiens","miR-6733-5p"
"25669","hsa-miR-6733-3p","MIMAT0027368","Homo sapiens","miR-6733-3p"
"25670","hsa-miR-6734-5p","MIMAT0027369","Homo sapiens","miR-6734-5p"
"25671","hsa-miR-6734-3p","MIMAT0027370","Homo sapiens","miR-6734-3p"
"25672","hsa-miR-6735-5p","MIMAT0027371","Homo sapiens","miR-6735-5p"
"25673","hsa-miR-6735-3p","MIMAT0027372","Homo sapiens","miR-6735-3p"
"25674","hsa-miR-6736-5p","MIMAT0027373","Homo sapiens","miR-6736-5p"
"25675","hsa-miR-6736-3p","MIMAT0027374","Homo sapiens","miR-6736-3p"
"25676","hsa-miR-6737-5p","MIMAT0027375","Homo sapiens","miR-6737-5p"
"25677","hsa-miR-6737-3p","MIMAT0027376","Homo sapiens","miR-6737-3p"
"25678","hsa-miR-6738-5p","MIMAT0027377","Homo sapiens","miR-6738-5p"
"25679","hsa-miR-6738-3p","MIMAT0027378","Homo sapiens","miR-6738-3p"
"25680","hsa-miR-6739-5p","MIMAT0027379","Homo sapiens","miR-6739-5p"
"25681","hsa-miR-6739-3p","MIMAT0027380","Homo sapiens","miR-6739-3p"
"25682","hsa-miR-6740-5p","MIMAT0027381","Homo sapiens","miR-6740-5p"
"25683","hsa-miR-6740-3p","MIMAT0027382","Homo sapiens","miR-6740-3p"
"25684","hsa-miR-6741-5p","MIMAT0027383","Homo sapiens","miR-6741-5p"
"25685","hsa-miR-6741-3p","MIMAT0027384","Homo sapiens","miR-6741-3p"
"25686","hsa-miR-6742-5p","MIMAT0027385","Homo sapiens","miR-6742-5p"
"25687","hsa-miR-6742-3p","MIMAT0027386","Homo sapiens","miR-6742-3p"
"25688","hsa-miR-6743-5p","MIMAT0027387","Homo sapiens","miR-6743-5p"
"25689","hsa-miR-6743-3p","MIMAT0027388","Homo sapiens","miR-6743-3p"
"25690","hsa-miR-6744-5p","MIMAT0027389","Homo sapiens","miR-6744-5p"
"25691","hsa-miR-6744-3p","MIMAT0027390","Homo sapiens","miR-6744-3p"
"25692","hsa-miR-6745","MIMAT0027391","Homo sapiens","miR-6745"
"25693","hsa-miR-6746-5p","MIMAT0027392","Homo sapiens","miR-6746-5p"
"25694","hsa-miR-6746-3p","MIMAT0027393","Homo sapiens","miR-6746-3p"
"25695","hsa-miR-6747-5p","MIMAT0027394","Homo sapiens","miR-6747-5p"
"25696","hsa-miR-6747-3p","MIMAT0027395","Homo sapiens","miR-6747-3p"
"25697","hsa-miR-6748-5p","MIMAT0027396","Homo sapiens","miR-6748-5p"
"25698","hsa-miR-6748-3p","MIMAT0027397","Homo sapiens","miR-6748-3p"
"25699","hsa-miR-6749-5p","MIMAT0027398","Homo sapiens","miR-6749-5p"
"25700","hsa-miR-6749-3p","MIMAT0027399","Homo sapiens","miR-6749-3p"
"25701","hsa-miR-6750-5p","MIMAT0027400","Homo sapiens","miR-6750-5p"
"25702","hsa-miR-6750-3p","MIMAT0027401","Homo sapiens","miR-6750-3p"
"25703","hsa-miR-6751-5p","MIMAT0027402","Homo sapiens","miR-6751-5p"
"25704","hsa-miR-6751-3p","MIMAT0027403","Homo sapiens","miR-6751-3p"
"25705","hsa-miR-6752-5p","MIMAT0027404","Homo sapiens","miR-6752-5p"
"25706","hsa-miR-6752-3p","MIMAT0027405","Homo sapiens","miR-6752-3p"
"25707","hsa-miR-6753-5p","MIMAT0027406","Homo sapiens","miR-6753-5p"
"25708","hsa-miR-6753-3p","MIMAT0027407","Homo sapiens","miR-6753-3p"
"25709","hsa-miR-6754-5p","MIMAT0027408","Homo sapiens","miR-6754-5p"
"25710","hsa-miR-6754-3p","MIMAT0027409","Homo sapiens","miR-6754-3p"
"25711","hsa-miR-6755-5p","MIMAT0027410","Homo sapiens","miR-6755-5p"
"25712","hsa-miR-6755-3p","MIMAT0027411","Homo sapiens","miR-6755-3p"
"25713","hsa-miR-6756-5p","MIMAT0027412","Homo sapiens","miR-6756-5p"
"25714","hsa-miR-6756-3p","MIMAT0027413","Homo sapiens","miR-6756-3p"
"25715","hsa-miR-6757-5p","MIMAT0027414","Homo sapiens","miR-6757-5p"
"25716","hsa-miR-6757-3p","MIMAT0027415","Homo sapiens","miR-6757-3p"
"25717","hsa-miR-6758-5p","MIMAT0027416","Homo sapiens","miR-6758-5p"
"25718","hsa-miR-6758-3p","MIMAT0027417","Homo sapiens","miR-6758-3p"
"25719","hsa-miR-6759-5p","MIMAT0027418","Homo sapiens","miR-6759-5p"
"25720","hsa-miR-6759-3p","MIMAT0027419","Homo sapiens","miR-6759-3p"
"25721","hsa-miR-6760-5p","MIMAT0027420","Homo sapiens","miR-6760-5p"
"25722","hsa-miR-6760-3p","MIMAT0027421","Homo sapiens","miR-6760-3p"
"25723","hsa-miR-6761-5p","MIMAT0027422","Homo sapiens","miR-6761-5p"
"25724","hsa-miR-6761-3p","MIMAT0027423","Homo sapiens","miR-6761-3p"
"25725","hsa-miR-6762-5p","MIMAT0027424","Homo sapiens","miR-6762-5p"
"25726","hsa-miR-6762-3p","MIMAT0027425","Homo sapiens","miR-6762-3p"
"25727","hsa-miR-6763-5p","MIMAT0027426","Homo sapiens","miR-6763-5p"
"25728","hsa-miR-6763-3p","MIMAT0027427","Homo sapiens","miR-6763-3p"
"25729","hsa-miR-6764-5p","MIMAT0027428","Homo sapiens","miR-6764-5p"
"25730","hsa-miR-6764-3p","MIMAT0027429","Homo sapiens","miR-6764-3p"
"25731","hsa-miR-6765-5p","MIMAT0027430","Homo sapiens","miR-6765-5p"
"25732","hsa-miR-6765-3p","MIMAT0027431","Homo sapiens","miR-6765-3p"
"25733","hsa-miR-6766-5p","MIMAT0027432","Homo sapiens","miR-6766-5p"
"25734","hsa-miR-6766-3p","MIMAT0027433","Homo sapiens","miR-6766-3p"
"25735","hsa-miR-6767-5p","MIMAT0027434","Homo sapiens","miR-6767-5p"
"25736","hsa-miR-6767-3p","MIMAT0027435","Homo sapiens","miR-6767-3p"
"25737","hsa-miR-6768-5p","MIMAT0027436","Homo sapiens","miR-6768-5p"
"25738","hsa-miR-6768-3p","MIMAT0027437","Homo sapiens","miR-6768-3p"
"25739","hsa-miR-6769a-5p","MIMAT0027438","Homo sapiens","miR-6769a-5p"
"25740","hsa-miR-6769a-3p","MIMAT0027439","Homo sapiens","miR-6769a-3p"
"25741","hsa-miR-6770-5p","MIMAT0027440","Homo sapiens","miR-6770-5p"
"25742","hsa-miR-6770-3p","MIMAT0027441","Homo sapiens","miR-6770-3p"
"25743","hsa-miR-6771-5p","MIMAT0027442","Homo sapiens","miR-6771-5p"
"25744","hsa-miR-6771-3p","MIMAT0027443","Homo sapiens","miR-6771-3p"
"25745","hsa-miR-6772-5p","MIMAT0027444","Homo sapiens","miR-6772-5p"
"25746","hsa-miR-6772-3p","MIMAT0027445","Homo sapiens","miR-6772-3p"
"25747","hsa-miR-6773-5p","MIMAT0027446","Homo sapiens","miR-6773-5p"
"25748","hsa-miR-6773-3p","MIMAT0027447","Homo sapiens","miR-6773-3p"
"25749","hsa-miR-6774-5p","MIMAT0027448","Homo sapiens","miR-6774-5p"
"25750","hsa-miR-6774-3p","MIMAT0027449","Homo sapiens","miR-6774-3p"
"25751","hsa-miR-6775-5p","MIMAT0027450","Homo sapiens","miR-6775-5p"
"25752","hsa-miR-6775-3p","MIMAT0027451","Homo sapiens","miR-6775-3p"
"25753","hsa-miR-6776-5p","MIMAT0027452","Homo sapiens","miR-6776-5p"
"25754","hsa-miR-6776-3p","MIMAT0027453","Homo sapiens","miR-6776-3p"
"25755","hsa-miR-6777-5p","MIMAT0027454","Homo sapiens","miR-6777-5p"
"25756","hsa-miR-6777-3p","MIMAT0027455","Homo sapiens","miR-6777-3p"
"25757","hsa-miR-6778-5p","MIMAT0027456","Homo sapiens","miR-6778-5p"
"25758","hsa-miR-6778-3p","MIMAT0027457","Homo sapiens","miR-6778-3p"
"25759","hsa-miR-6779-5p","MIMAT0027458","Homo sapiens","miR-6779-5p"
"25760","hsa-miR-6779-3p","MIMAT0027459","Homo sapiens","miR-6779-3p"
"25761","hsa-miR-6780a-5p","MIMAT0027460","Homo sapiens","miR-6780a-5p"
"25762","hsa-miR-6780a-3p","MIMAT0027461","Homo sapiens","miR-6780a-3p"
"25763","hsa-miR-6781-5p","MIMAT0027462","Homo sapiens","miR-6781-5p"
"25764","hsa-miR-6781-3p","MIMAT0027463","Homo sapiens","miR-6781-3p"
"25765","hsa-miR-6782-5p","MIMAT0027464","Homo sapiens","miR-6782-5p"
"25766","hsa-miR-6782-3p","MIMAT0027465","Homo sapiens","miR-6782-3p"
"25767","hsa-miR-6783-5p","MIMAT0027466","Homo sapiens","miR-6783-5p"
"25768","hsa-miR-6783-3p","MIMAT0027467","Homo sapiens","miR-6783-3p"
"25769","hsa-miR-6784-5p","MIMAT0027468","Homo sapiens","miR-6784-5p"
"25770","hsa-miR-6784-3p","MIMAT0027469","Homo sapiens","miR-6784-3p"
"25771","hsa-miR-6785-5p","MIMAT0027470","Homo sapiens","miR-6785-5p"
"25772","hsa-miR-6785-3p","MIMAT0027471","Homo sapiens","miR-6785-3p"
"25773","hsa-miR-6786-5p","MIMAT0027472","Homo sapiens","miR-6786-5p"
"25774","hsa-miR-6786-3p","MIMAT0027473","Homo sapiens","miR-6786-3p"
"25775","hsa-miR-6787-5p","MIMAT0027474","Homo sapiens","miR-6787-5p"
"25776","hsa-miR-6787-3p","MIMAT0027475","Homo sapiens","miR-6787-3p"
"25777","hsa-miR-6788-5p","MIMAT0027476","Homo sapiens","miR-6788-5p"
"25778","hsa-miR-6788-3p","MIMAT0027477","Homo sapiens","miR-6788-3p"
"25779","hsa-miR-6789-5p","MIMAT0027478","Homo sapiens","miR-6789-5p"
"25780","hsa-miR-6789-3p","MIMAT0027479","Homo sapiens","miR-6789-3p"
"25781","hsa-miR-6790-5p","MIMAT0027480","Homo sapiens","miR-6790-5p"
"25782","hsa-miR-6790-3p","MIMAT0027481","Homo sapiens","miR-6790-3p"
"25783","hsa-miR-6791-5p","MIMAT0027482","Homo sapiens","miR-6791-5p"
"25784","hsa-miR-6791-3p","MIMAT0027483","Homo sapiens","miR-6791-3p"
"25785","hsa-miR-6792-5p","MIMAT0027484","Homo sapiens","miR-6792-5p"
"25786","hsa-miR-6792-3p","MIMAT0027485","Homo sapiens","miR-6792-3p"
"25787","hsa-miR-6793-5p","MIMAT0027486","Homo sapiens","miR-6793-5p"
"25788","hsa-miR-6793-3p","MIMAT0027487","Homo sapiens","miR-6793-3p"
"25789","hsa-miR-6794-5p","MIMAT0027488","Homo sapiens","miR-6794-5p"
"25790","hsa-miR-6794-3p","MIMAT0027489","Homo sapiens","miR-6794-3p"
"25791","hsa-miR-6795-5p","MIMAT0027490","Homo sapiens","miR-6795-5p"
"25792","hsa-miR-6795-3p","MIMAT0027491","Homo sapiens","miR-6795-3p"
"25793","hsa-miR-6796-5p","MIMAT0027492","Homo sapiens","miR-6796-5p"
"25794","hsa-miR-6796-3p","MIMAT0027493","Homo sapiens","miR-6796-3p"
"25795","hsa-miR-6797-5p","MIMAT0027494","Homo sapiens","miR-6797-5p"
"25796","hsa-miR-6797-3p","MIMAT0027495","Homo sapiens","miR-6797-3p"
"25797","hsa-miR-6798-5p","MIMAT0027496","Homo sapiens","miR-6798-5p"
"25798","hsa-miR-6798-3p","MIMAT0027497","Homo sapiens","miR-6798-3p"
"25799","hsa-miR-6799-5p","MIMAT0027498","Homo sapiens","miR-6799-5p"
"25800","hsa-miR-6799-3p","MIMAT0027499","Homo sapiens","miR-6799-3p"
"25801","hsa-miR-6800-5p","MIMAT0027500","Homo sapiens","miR-6800-5p"
"25802","hsa-miR-6800-3p","MIMAT0027501","Homo sapiens","miR-6800-3p"
"25803","hsa-miR-6801-5p","MIMAT0027502","Homo sapiens","miR-6801-5p"
"25804","hsa-miR-6801-3p","MIMAT0027503","Homo sapiens","miR-6801-3p"
"25805","hsa-miR-6802-5p","MIMAT0027504","Homo sapiens","miR-6802-5p"
"25806","hsa-miR-6802-3p","MIMAT0027505","Homo sapiens","miR-6802-3p"
"25807","hsa-miR-6803-5p","MIMAT0027506","Homo sapiens","miR-6803-5p"
"25808","hsa-miR-6803-3p","MIMAT0027507","Homo sapiens","miR-6803-3p"
"25809","hsa-miR-6804-5p","MIMAT0027508","Homo sapiens","miR-6804-5p"
"25810","hsa-miR-6804-3p","MIMAT0027509","Homo sapiens","miR-6804-3p"
"25811","hsa-miR-6805-5p","MIMAT0027510","Homo sapiens","miR-6805-5p"
"25812","hsa-miR-6805-3p","MIMAT0027511","Homo sapiens","miR-6805-3p"
"25813","hsa-miR-6806-5p","MIMAT0027512","Homo sapiens","miR-6806-5p"
"25814","hsa-miR-6806-3p","MIMAT0027513","Homo sapiens","miR-6806-3p"
"25815","hsa-miR-6807-5p","MIMAT0027514","Homo sapiens","miR-6807-5p"
"25816","hsa-miR-6807-3p","MIMAT0027515","Homo sapiens","miR-6807-3p"
"25817","hsa-miR-6808-5p","MIMAT0027516","Homo sapiens","miR-6808-5p"
"25818","hsa-miR-6808-3p","MIMAT0027517","Homo sapiens","miR-6808-3p"
"25819","hsa-miR-6809-5p","MIMAT0027518","Homo sapiens","miR-6809-5p"
"25820","hsa-miR-6809-3p","MIMAT0027519","Homo sapiens","miR-6809-3p"
"25821","hsa-miR-6810-5p","MIMAT0027520","Homo sapiens","miR-6810-5p"
"25822","hsa-miR-6810-3p","MIMAT0027521","Homo sapiens","miR-6810-3p"
"25823","hsa-miR-6811-5p","MIMAT0027522","Homo sapiens","miR-6811-5p"
"25824","hsa-miR-6811-3p","MIMAT0027523","Homo sapiens","miR-6811-3p"
"25825","hsa-miR-6812-5p","MIMAT0027524","Homo sapiens","miR-6812-5p"
"25826","hsa-miR-6812-3p","MIMAT0027525","Homo sapiens","miR-6812-3p"
"25827","hsa-miR-6813-5p","MIMAT0027526","Homo sapiens","miR-6813-5p"
"25828","hsa-miR-6813-3p","MIMAT0027527","Homo sapiens","miR-6813-3p"
"25829","hsa-miR-6814-5p","MIMAT0027528","Homo sapiens","miR-6814-5p"
"25830","hsa-miR-6814-3p","MIMAT0027529","Homo sapiens","miR-6814-3p"
"25831","hsa-miR-6815-5p","MIMAT0027530","Homo sapiens","miR-6815-5p"
"25832","hsa-miR-6815-3p","MIMAT0027531","Homo sapiens","miR-6815-3p"
"25833","hsa-miR-6816-5p","MIMAT0027532","Homo sapiens","miR-6816-5p"
"25834","hsa-miR-6816-3p","MIMAT0027533","Homo sapiens","miR-6816-3p"
"25835","hsa-miR-6817-5p","MIMAT0027534","Homo sapiens","miR-6817-5p"
"25836","hsa-miR-6817-3p","MIMAT0027535","Homo sapiens","miR-6817-3p"
"25837","hsa-miR-6818-5p","MIMAT0027536","Homo sapiens","miR-6818-5p"
"25838","hsa-miR-6818-3p","MIMAT0027537","Homo sapiens","miR-6818-3p"
"25839","hsa-miR-6819-5p","MIMAT0027538","Homo sapiens","miR-6819-5p"
"25840","hsa-miR-6819-3p","MIMAT0027539","Homo sapiens","miR-6819-3p"
"25841","hsa-miR-6820-5p","MIMAT0027540","Homo sapiens","miR-6820-5p"
"25842","hsa-miR-6820-3p","MIMAT0027541","Homo sapiens","miR-6820-3p"
"25843","hsa-miR-6821-5p","MIMAT0027542","Homo sapiens","miR-6821-5p"
"25844","hsa-miR-6821-3p","MIMAT0027543","Homo sapiens","miR-6821-3p"
"25845","hsa-miR-6822-5p","MIMAT0027544","Homo sapiens","miR-6822-5p"
"25846","hsa-miR-6822-3p","MIMAT0027545","Homo sapiens","miR-6822-3p"
"25847","hsa-miR-6823-5p","MIMAT0027546","Homo sapiens","miR-6823-5p"
"25848","hsa-miR-6823-3p","MIMAT0027547","Homo sapiens","miR-6823-3p"
"25849","hsa-miR-6824-5p","MIMAT0027548","Homo sapiens","miR-6824-5p"
"25850","hsa-miR-6824-3p","MIMAT0027549","Homo sapiens","miR-6824-3p"
"25851","hsa-miR-6825-5p","MIMAT0027550","Homo sapiens","miR-6825-5p"
"25852","hsa-miR-6825-3p","MIMAT0027551","Homo sapiens","miR-6825-3p"
"25853","hsa-miR-6826-5p","MIMAT0027552","Homo sapiens","miR-6826-5p"
"25854","hsa-miR-6826-3p","MIMAT0027553","Homo sapiens","miR-6826-3p"
"25855","hsa-miR-6827-5p","MIMAT0027554","Homo sapiens","miR-6827-5p"
"25856","hsa-miR-6827-3p","MIMAT0027555","Homo sapiens","miR-6827-3p"
"25857","hsa-miR-6828-5p","MIMAT0027556","Homo sapiens","miR-6828-5p"
"25858","hsa-miR-6828-3p","MIMAT0027557","Homo sapiens","miR-6828-3p"
"25859","hsa-miR-6829-5p","MIMAT0027558","Homo sapiens","miR-6829-5p"
"25860","hsa-miR-6829-3p","MIMAT0027559","Homo sapiens","miR-6829-3p"
"25861","hsa-miR-6830-5p","MIMAT0027560","Homo sapiens","miR-6830-5p"
"25862","hsa-miR-6830-3p","MIMAT0027561","Homo sapiens","miR-6830-3p"
"25863","hsa-miR-6831-5p","MIMAT0027562","Homo sapiens","miR-6831-5p"
"25864","hsa-miR-6831-3p","MIMAT0027563","Homo sapiens","miR-6831-3p"
"25865","hsa-miR-6832-5p","MIMAT0027564","Homo sapiens","miR-6832-5p"
"25866","hsa-miR-6832-3p","MIMAT0027565","Homo sapiens","miR-6832-3p"
"25867","hsa-miR-6833-5p","MIMAT0027566","Homo sapiens","miR-6833-5p"
"25868","hsa-miR-6833-3p","MIMAT0027567","Homo sapiens","miR-6833-3p"
"25869","hsa-miR-6834-5p","MIMAT0027568","Homo sapiens","miR-6834-5p"
"25870","hsa-miR-6834-3p","MIMAT0027569","Homo sapiens","miR-6834-3p"
"25871","hsa-miR-6835-5p","MIMAT0027570","Homo sapiens","miR-6835-5p"
